School Number,School Name,School Level,Public_Private,Enrolment,Academic Year
875376,Cornerstone Preparatory - Main,Elem/Sec,Private,83,2015-2016
877425,Country Garden Montessori Academy,Elem/Sec,Private,81,2015-2016
889741,Countryside Christian School,Elem/Sec,Private,184,2015-2016
876550,Countryside Montessori Private School,Elementary,Private,109,2015-2016
884804,Covenant Christian School,Elementary,Private,176,2015-2016
889318,Covenant Christian School,Elementary,Private,122,2015-2016
882947,Crawford Adventist Academy (East Campus),Elementary,Private,72,2015-2016
887293,Crawford Adventist Academy High School,Elem/Sec,Private,360,2015-2016
880809,Credo Christian School,Elementary,Private,45,2015-2016
878405,Creek Bank Parochial,Elementary,Private,18,2015-2016
887161,"Crescent School, The",Elem/Sec,Private,716,2015-2016
665266,Crestwood Preparatory College Inc.,Elem/Sec,Private,419,2015-2016
881570,Crestwood School,Elementary,Private,332,2015-2016
882866,Crown Academic International School,Secondary,Private,63,2015-2016
668728,"Dalton School, The",Elementary,Private,40,2015-2016
889900,Darul Arqam Islamic Academy,Elementary,Private,10,2015-2016
880921,Darul-Uloom Canada - Chatham,Elem/Sec,Private,78,2015-2016
668888,Darwin International Academy,Secondary,Private,10,2015-2016
886939,De La Salle College,Elem/Sec,Private,632,2015-2016
666168,Dearcroft Montessori School,Elementary,Private,111,2015-2016
666890,Debbie Campbell Learning Academy,Elem/Sec,Private,15,2015-2016
663344,Deer Lake First Nations,Elem/Sec,Private,20,2015-2016
879037,Delia School of Canada,Secondary,Private,312,2015-2016
667072,Delores D. Echum Composite,Elem/Sec,Private,155,2015-2016
667561,Delta Academy Inc,Secondary,Private,146,2015-2016
663921,Dennis Franklin Cromarty High School,Secondary,Private,114,2015-2016
666130,Deutsche Schule Toronto,Elementary,Private,56,2015-2016
668563,Dewey College,Elem/Sec,Private,54,2015-2016
884239,Discipleship Christian Secondary,Secondary,Private,21,2015-2016
886754,Discovering Minds Montessori Preschool I,Elementary,Private,36,2015-2016
884964,Discovery Academy Inc,Elem/Sec,Private,219,2015-2016
666270,Don Valley Academy,Secondary,Private,65,2015-2016
877166,Donegal Community Christian School,Elem/Sec,Private,94,2015-2016
665274,"Dragon Academy, The",Elem/Sec,Private,57,2015-2016
884553,Dresden Private Mennonite School,Elementary,Private,185,2015-2016
887714,Dufferin Area Christian School,Elementary,Private,110,2015-2016
668454,Duke Academy,Secondary,Private,30,2015-2016
887951,"Dunblaine School, The",Elementary,Private,29,2015-2016
667206,"Duncan Academy, The",Secondary,Private,62,2015-2016
669699,Dundas Valley Montessori School,Elementary,Private,107,2015-2016
888575,Dunnville Christian Private Elementary,Elementary,Private,152,2015-2016
887544,Durham Christian High School,Secondary,Private,85,2015-2016
668038,Durham Elementary Private School,Elementary,Private,72,2015-2016
884452,ELPIS COLLEGE TORONTO,Secondary,Private,41,2015-2016
885597,Eagles' Nest Christian Academy,Elem/Sec,Private,15,2015-2016
665297,Early Years Education System,Elementary,Private,10,2015-2016
885860,East Dorking Parochial School,Elementary,Private,42,2015-2016
887560,East Heidelberg Parochial School,Elementary,Private,36,2015-2016
882251,Eastern Canada High School,Elem/Sec,Private,39,2015-2016
886130,Eben-Ezer Christian School,Elementary,Private,32,2015-2016
884292,Eben-ezer Christian School,Elem/Sec,Private,10,2015-2016
668010,Edelweiss Private Academy,Elementary,Private,10,2015-2016
883964,Edge Hill Country School,Elementary,Private,29,2015-2016
663492,Eenchokay Birchstick,Elem/Sec,Private,87,2015-2016
887234,Eitz Chaim Schools - Patricia School,Elementary,Private,830,2015-2016
881106,Elements of Knowledge,Secondary,Private,10,2015-2016
667085,Elite Academic School,Secondary,Private,17,2015-2016
883299,Elite E-academy,Secondary,Private,10,2015-2016
889246,Elite Montessori School,Elementary,Private,33,2015-2016
666327,Ellesmere Montessori School Inc,Elementary,Private,40,2015-2016
875562,Ellington Montessori School,Elementary,Private,68,2015-2016
876593,Elm Creek Parochial School,Elementary,Private,41,2015-2016
665568,Elmira North Parochial School,Elementary,Private,33,2015-2016
886300,Elmwood School,Elem/Sec,Private,367,2015-2016
881651,Elora Road Christian School,Elementary,Private,101,2015-2016
881900,Elpis College,Secondary,Private,18,2015-2016
667463,Emmanuel Christian Academy,Elementary,Private,20,2015-2016
889776,Emmanuel Christian High School,Secondary,Private,173,2015-2016
665827,English for International Communication,Elementary,Private,16,2015-2016
880789,Enrichment Secondary School,Secondary,Private,10,2015-2016
889027,Erudite School,Elementary,Private,10,2015-2016
881135,Eureka Montessori,Elementary,Private,10,2015-2016
668651,Everest Academy,Elem/Sec,Private,160,2015-2016
669311,Excel High School,Secondary,Private,17,2015-2016
665835,Exceptional Learning Centre,Elementary,Private,10,2015-2016
888800,Fair Haven Christian Day School,Elem/Sec,Private,82,2015-2016
667608,Fairbanks Parochial School,Elementary,Private,15,2015-2016
888990,Fairview Amish Private School,Elementary,Private,17,2015-2016
665812,Fairview Amish School,Elementary,Private,10,2015-2016
668711,Fairview Glen Montessori,Elementary,Private,79,2015-2016
882224,Faith Christian Academy,Elementary,Private,99,2015-2016
889423,Faithway Baptist Church School,Elem/Sec,Private,99,2015-2016
888931,Farewell Parochial School,Elementary,Private,38,2015-2016
888664,Fellowship Christian School,Elementary,Private,84,2015-2016
882178,Fern Hill,Elem/Sec,Private,395,2015-2016
882353,Fern Hill - Burlington,Elem/Sec,Private,173,2015-2016
876046,Fern Hill School,Elementary,Private,120,2015-2016
883638,Fernbank Parochial School,Elementary,Private,37,2015-2016
878057,Fieldstone Day School,Elementary,Private,96,2015-2016
885377,Fieldstone King's College School,Secondary,Private,138,2015-2016
877123,First Lutheran Christian Academy,Elementary,Private,85,2015-2016
885622,Floradale Parochial School,Elementary,Private,35,2015-2016
665990,Forest Hill Academy,Secondary,Private,10,2015-2016
668055,Forest Hill Montessori School,Elementary,Private,42,2015-2016
669733,Foundation Christian School,Elementary,Private,97,2015-2016
668218,Four Corners Amish School,Elementary,Private,28,2015-2016
877700,Four Winds Montessori School Inc.,Elementary,Private,10,2015-2016
888320,Fourth Peel Parochial,Elementary,Private,43,2015-2016
663048,Francine J. Wesley Secondary School,Elem/Sec,Private,161,2015-2016
883086,Friendship Amish School,Elementary,Private,29,2015-2016
669256,Fulford Academy,Elem/Sec,Private,60,2015-2016
669447,Fulford Preparatory College,Secondary,Private,44,2015-2016
883210,Fullbright Academy,Secondary,Private,17,2015-2016
666114,FutureSkills High School,Secondary,Private,109,2015-2016
889839,GTA Academy,Elementary,Private,20,2015-2016
877786,Gap Academy,Elem/Sec,Private,5,2015-2016
887036,Georgian Heights School,Elem/Sec,Private,19,2015-2016
884820,"Giles School, The",Elementary,Private,127,2015-2016
883093,Glad Tidings Christian School,Elem/Sec,Private,50,2015-2016
877840,Glebe Montessori School,Elementary,Private,88,2015-2016
882158,Glen Briar Academy,Elementary,Private,10,2015-2016
875066,Glen Meyer Old Colony School,Elementary,Private,125,2015-2016
883476,Glenburnie School Inc,Elementary,Private,156,2015-2016
668436,Glencedar Montessori Private School,Elementary,Private,91,2015-2016
669800,Glenlee Parochial School,Elementary,Private,33,2015-2016
886485,Glenn Arbour Academy,Elementary,Private,119,2015-2016
884849,Global Montessori Day Nursery & Priv.Ele,Elementary,Private,26,2015-2016
884989,Gobind Sarvar Brampton,Elem/Sec,Private,74,2015-2016
885614,Goldstone Parochial School,Elementary,Private,43,2015-2016
665533,Goodwin Learning Centre,Elementary,Private,40,2015-2016
884243,Grace Christian School,Elementary,Private,187,2015-2016
668497,Gradale Academy,Elementary,Private,27,2015-2016
887704,Grade Learning - Etobicoke,Secondary,Private,5,2015-2016
882045,Grade Learning - Mississauga Airport,Secondary,Private,16,2015-2016
667811,Grade Learning - Orillia,Secondary,Private,5,2015-2016
667131,Grade Learning - Oshawa,Secondary,Private,22,2015-2016
665742,Grade Learning - Richmond Hill,Secondary,Private,10,2015-2016
669853,Grade Learning - Scarborough East,Secondary,Private,10,2015-2016
665579,Grade Learning - Toronto Central,Secondary,Private,10,2015-2016
885533,Grandview Adventist Academy,Elementary,Private,62,2015-2016
885118,Great Lakes Christian High School,Secondary,Private,122,2015-2016
889920,"Great Lakes College of Toronto, The",Secondary,Private,173,2015-2016
668641,Green Apple Alternative School,Secondary,Private,10,2015-2016
666793,Green High School,Secondary,Private,44,2015-2016
877891,Greenock Amish Parochial School,Elementary,Private,10,2015-2016
666289,Greenwood College School,Elem/Sec,Private,429,2015-2016
665009,Gregory School for Exceptional Learning,Elem/Sec,Private,10,2015-2016
885452,Guelph Community Christian School,Elementary,Private,235,2015-2016
877093,Guelph Montessori School,Elementary,Private,66,2015-2016
665671,Guiding Light Academy,Elementary,Private,34,2015-2016
889164,Guido de Bres Christian High School,Secondary,Private,402,2015-2016
667115,Guru Tegh Bahadur International School,Elem/Sec,Private,83,2015-2016
884994,Haadi Elementary School,Elementary,Private,77,2015-2016
885398,Halton Hills Christian School,Elementary,Private,284,2015-2016
883700,Halton Waldorf School,Elementary,Private,155,2015-2016
885060,Hamilton Academy of Performing Arts,Elem/Sec,Private,27,2015-2016
885541,Hamilton District Christian Private Scho,Secondary,Private,450,2015-2016
885550,Hamilton Hebrew Academy Zichron Meir,Elementary,Private,122,2015-2016
883788,Hamilton Hebrew High,Secondary,Private,10,2015-2016
665843,Hanson International Academy,Secondary,Private,12,2015-2016
884596,Harwood Montessori School Inc,Elementary,Private,34,2015-2016
884685,Hatch House Montessori,Elementary,Private,61,2015-2016
887242,Havergal College,Elem/Sec,Private,972,2015-2016
884863,Hawthorn School for Girls,Elem/Sec,Private,110,2015-2016
889971,Headwater Hills Montessori School,Elementary,Private,28,2015-2016
876500,Heritage Academy,Elem/Sec,Private,103,2015-2016
880078,Heritage Christian Academy,Elem/Sec,Private,86,2015-2016
880272,Heritage Christian School,Elementary,Private,54,2015-2016
875864,Heritage Christian School,Elem/Sec,Private,629,2015-2016
885053,Heritage Community Christian School,Elementary,Private,49,2015-2016
881112,Hidden Valley Amish Private School,Elementary,Private,24,2015-2016
665192,High Park Day School,Elementary,Private,22,2015-2016
880833,High Park Gardens Montessori School,Elementary,Private,71,2015-2016
668650,Higher Marks Educational Institute,Elem/Sec,Private,26,2015-2016
882713,Highland Academy of Canada,Secondary,Private,10,2015-2016
882850,"Hill Academy, The",Elem/Sec,Private,160,2015-2016
887579,Hillcrest Amish Private School,Elementary,Private,21,2015-2016
880698,Hillcrest Private School,Elementary,Private,28,2015-2016
885568,Hillfield Strathallan College,Elem/Sec,Private,1080,2015-2016
888184,Hillview Christian Day School,Elem/Sec,Private,25,2015-2016
875660,Hitherfield School,Elementary,Private,63,2015-2016
665226,Holy Name of Mary College School,Elem/Sec,Private,239,2015-2016
881481,Holy Trinity Private School,Elem/Sec,Private,729,2015-2016
668940,Holyrood East Parochial School,Elementary,Private,10,2015-2016
666081,Hope Academy,Elementary,Private,19,2015-2016
884793,Hope Reformed Christian School,Elem/Sec,Private,83,2015-2016
883750,Horizons Secondary School,Secondary,Private,10,2015-2016
878227,Howick Maples Parochial School,Elementary,Private,60,2015-2016
665703,Howlett Academy,Elementary,Private,52,2015-2016
879258,Huamei-Bond International College,Secondary,Private,201,2015-2016
666661,Hudson College,Elem/Sec,Private,251,2015-2016
875996,Humberside Montessori School,Elementary,Private,269,2015-2016
887589,Hummingbird Montessori School,Elementary,Private,28,2015-2016
885304,Huron Christian School,Elementary,Private,145,2015-2016
885212,Huron Hills Parochial School,Elementary,Private,24,2015-2016
888839,IQRA Academy,Secondary,Private,54,2015-2016
878049,IQRA Islamic School,Elementary,Private,199,2015-2016
667586,ISM Elementary School,Elementary,Private,62,2015-2016
665401,ISNA High School,Secondary,Private,216,2015-2016
882925,ISNA Islamic School,Elementary,Private,379,2015-2016
885070,Immanuel Christian School,Elementary,Private,126,2015-2016
885940,Immanuel Christian School,Elementary,Private,58,2015-2016
881662,Immigrants Working Centre - IWC Academy,Secondary,Private,15,2015-2016
884979,Imperial College of Toronto,Secondary,Private,74,2015-2016
666962,Impulse Learning Centre Mini School,Elementary,Private,5,2015-2016
886638,Innocent Hearts Academy Secondary School,Secondary,Private,96,2015-2016
667661,Innova Academy,Elementary,Private,35,2015-2016
882483,Integral High School,Secondary,Private,5,2015-2016
876577,International Schools for Bright &,Elem/Sec,Private,20,2015-2016
876402,Internationnal School of Cambridge,Elementary,Private,105,2015-2016
877280,Intola Baptist Church,Elem/Sec,Private,20,2015-2016
665419,Islamic Education Guidance Centre,Elementary,Private,97,2015-2016
876321,Islamic Foundation School,Elem/Sec,Private,726,2015-2016
667492,Islamic Foundation School - Durham,Elementary,Private,98,2015-2016
883867,Islamic Institute Al-Rashid,Elem/Sec,Private,176,2015-2016
880343,Islamic Institute of Toronto Academy,Elementary,Private,262,2015-2016
878375,Islamic School of Hamilton,Elementary,Private,195,2015-2016
666276,Issachar Christian Academy,Elementary,Private,33,2015-2016
666092,J Addison School,Elem/Sec,Private,118,2015-2016
887635,JIC Elementary School,Elementary,Private,121,2015-2016
887099,Jackman Institute of Child Study,Elementary,Private,199,2015-2016
886637,Jarvis District Christian School,Elementary,Private,93,2015-2016
669574,Jaya International High School,Secondary,Private,10,2015-2016
886017,Joan of Arc Academy,Elementary,Private,116,2015-2016
885436,John Calvin Private School,Elementary,Private,285,2015-2016
885185,John Knox Christian,Elementary,Private,200,2015-2016
886564,John Knox Christian School,Elementary,Private,265,2015-2016
886785,John Knox Christian School,Elementary,Private,120,2015-2016
886378,John Knox Memorial Christian School,Elementary,Private,146,2015-2016
882992,Jordan Christian School,Elem/Sec,Private,101,2015-2016
884480,"Junior Academy, The",Elementary,Private,79,2015-2016
665070,"K-W Montessori School Inc., The",Elementary,Private,10,2015-2016
886258,KMSCHOOL,Elementary,Private,22,2015-2016
877697,Kanata Academy,Elem/Sec,Private,78,2015-2016
875104,Kanata Montessori Private School,Elementary,Private,172,2015-2016
876810,Kawartha Montessori,Elementary,Private,103,2015-2016
663905,Kawenni:io/Gaweni:yo High School,Secondary,Private,15,2015-2016
663930,Keewaytinook Internet,Secondary,Private,261,2015-2016
878529,Kehila Jewish Community Day School,Elementary,Private,19,2015-2016
878588,Kempenfelt Bay School,Elementary,Private,109,2015-2016
668625,Kendalwood Montessori,Elementary,Private,107,2015-2016
665767,Kendelhurst Academy,Elementary,Private,93,2015-2016
876569,Kenilworth Krest Parochial School,Elementary,Private,35,2015-2016
663654,Kenjgewin Teg,Secondary,Private,10,2015-2016
666491,Kennedy Montessori Private School,Elementary,Private,30,2015-2016
667656,Kent School,Secondary,Private,39,2015-2016
878863,Kew Park Montessori Day School,Elementary,Private,90,2015-2016
665365,Khairul Ummah School,Elem/Sec,Private,323,2015-2016
877352,Khalsa Community School,Elem/Sec,Private,1106,2015-2016
666932,Khalsa School Malton,Elem/Sec,Private,357,2015-2016
877581,KinderKollege Elementary School,Elementary,Private,15,2015-2016
885630,King Christian School,Elementary,Private,140,2015-2016
889823,King Heights Academy,Elementary,Private,85,2015-2016
889241,King's Academy,Elementary,Private,10,2015-2016
665398,King's Christian Collegiate,Secondary,Private,601,2015-2016
884720,King's Town Private School,Elementary,Private,39,2015-2016
885830,Kingdom Covenant Academy,Elem/Sec,Private,32,2015-2016
881511,Kingsley Primary School,Elementary,Private,18,2015-2016
885657,Kingston Christian School,Elementary,Private,98,2015-2016
885959,Kingsway College Private High School,Secondary,Private,212,2015-2016
884812,Kingsway College School,Elementary,Private,353,2015-2016
669857,Kisomo Learning Centre,Secondary,Private,32,2015-2016
887676,Kitchener Waterloo Bilingual School,Elementary,Private,370,2015-2016
881708,Kleinburg Christian School,Elementary,Private,121,2015-2016
886945,Knowledge Catalyst Education of Excellen,Secondary,Private,10,2015-2016
667863,Knox Bridge School,Secondary,Private,19,2015-2016
885177,Knox Christian School,Elementary,Private,125,2015-2016
880035,Kohai Educational Centre,Elem/Sec,Private,27,2015-2016
876763,Koinonia Christian Academy,Elementary,Private,67,2015-2016
665452,La Citadelle International Academy,Elem/Sec,Private,129,2015-2016
884134,La Maison Montessori House,Elementary,Private,55,2015-2016
887609,Lakedale Amish Parochial,Elementary,Private,30,2015-2016
885371,Lakefield College School,Secondary,Private,361,2015-2016
878359,Lakelet Parochial School,Elementary,Private,15,2015-2016
880729,Lakeshore School,Elementary,Private,45,2015-2016
669546,Lakeside Parochial School,Elementary,Private,10,2015-2016
887889,Lakeview Christian School,Elem/Sec,Private,38,2015-2016
880256,Lakeview Montessori School,Elementary,Private,101,2015-2016
666076,Langside Parochial,Elementary,Private,24,2015-2016
885783,Laureate International College,Secondary,Private,17,2015-2016
887897,Laurentian Hills Christian School,Elementary,Private,330,2015-2016
889281,Le Cercle des savoirs,Elem/Sec,Private,20,2015-2016
880502,Leahurst College,Elem/Sec,Private,72,2015-2016
668116,"Learning Firm, The",Secondary,Private,10,2015-2016
885331,Learning Genius Academy Inc,Secondary,Private,51,2015-2016
878332,Lee Academy Private Elementary School,Elementary,Private,148,2015-2016
876860,Lennox & Addington Cornerstone Christian,Elementary,Private,41,2015-2016
886769,"Leo Baeck Day School, The",Elementary,Private,822,2015-2016
882909,Leonardo Da Vinci Academy of Arts and,Elementary,Private,73,2015-2016
669031,Life Christian Academy Private School,Elem/Sec,Private,40,2015-2016
877158,Lilac Grove School,Elementary,Private,10,2015-2016
883704,Linbrook School,Elementary,Private,126,2015-2016
886947,Lindale Parochial School,Elementary,Private,35,2015-2016
876186,"Linden School, The",Elem/Sec,Private,92,2015-2016
665758,Link On Learning,Elementary,Private,249,2015-2016
888923,Listowel Christian School,Elementary,Private,131,2015-2016
665757,"Little Country School, The",Elementary,Private,10,2015-2016
884176,Little House Montessori School,Elementary,Private,50,2015-2016
889201,Little Owl Preschool Elementary,Elementary,Private,48,2015-2016
883879,Living Hope Christian School,Elem/Sec,Private,70,2015-2016
669329,Lolart School,Secondary,Private,10,2015-2016
885746,London Christian Elementary School,Elementary,Private,188,2015-2016
887404,London Community Hebrew Day School,Elementary,Private,44,2015-2016
885738,London District Christian,Secondary,Private,255,2015-2016
666947,London International Academy,Secondary,Private,669,2015-2016
877557,London Islamic School,Elementary,Private,333,2015-2016
881120,London Waldorf School,Elementary,Private,129,2015-2016
885067,Lote tree Foundation,Elementary,Private,71,2015-2016
666858,Lutherwood Parochial School,Elementary,Private,31,2015-2016
888117,Lycée Claudel,Elem/Sec,Private,1007,2015-2016
877018,Lycée Français de Toronto,Elem/Sec,Private,489,2015-2016
663573,Lydia Lois Beardy Memorial,Elem/Sec,Private,16,2015-2016
878014,Lynn-Rose Heights Private School - Elem,Elementary,Private,211,2015-2016
880155,MAC Al-Furqan School,Elementary,Private,10,2015-2016
665027,MAC Maple Grove School,Elementary,Private,213,2015-2016
881090,"Mabin School, The",Elementary,Private,145,2015-2016
881298,MacLachlan College,Elem/Sec,Private,237,2015-2016
875341,Macdonald-Cartier Academy,Elementary,Private,59,2015-2016
665743,Machon Sarah High School,Secondary,Private,5,2015-2016
887722,Macton Parochial School,Elementary,Private,38,2015-2016
668301,Madaniyya Academy,Elementary,Private,45,2015-2016
667977,Madina Academy,Secondary,Private,36,2015-2016
666544,Madinah Islamic School,Elementary,Private,87,2015-2016
882911,Madinatul Uloom Academy - Scarborough,Elem/Sec,Private,122,2015-2016
877492,Madinatul-Uloom Academy,Elem/Sec,Private,375,2015-2016
876259,Madresatul Banaat Almuslimaat,Elem/Sec,Private,333,2015-2016
668504,Magnificent Minds,Elementary,Private,19,2015-2016
665700,Maingate Islamic Academy,Elementary,Private,172,2015-2016
669285,Makki Islamic Learning Centre,Elementary,Private,274,2015-2016
883812,Malvern Montessori School,Elementary,Private,29,2015-2016
667528,Mamawmatawa Holistic Education Centre,Secondary,Private,58,2015-2016
877859,Manor Montessori School,Elementary,Private,19,2015-2016
665008,Maple Crest Early School Ltd.,Elementary,Private,10,2015-2016
885665,Maple Drive Parochial,Elementary,Private,31,2015-2016
877905,Maple Grove Amish Parochial School,Elementary,Private,10,2015-2016
887730,Maple Grove Parochial,Elementary,Private,31,2015-2016
665776,Maple Grove Parochial School,Elementary,Private,21,2015-2016
885156,Maple Lane,Elementary,Private,10,2015-2016
888206,Maple Lane Private,Elementary,Private,15,2015-2016
884710,Maple Leaf Collegiate,Secondary,Private,19,2015-2016
879177,Maple Leaf International School,Secondary,Private,148,2015-2016
884375,Maple Leaf Montessori School Inc,Elementary,Private,79,2015-2016
883140,Maple View Parochial School,Elementary,Private,29,2015-2016
883498,Mapleton Meadow Parochial School,Elementary,Private,38,2015-2016
889717,Mapleview,Elem/Sec,Private,32,2015-2016
877646,Maranatha Christian Academy,Elementary,Private,49,2015-2016
883590,Maranatha Christian Academy,Elem/Sec,Private,280,2015-2016
882271,Maranatha Christian Day School,Elem/Sec,Private,80,2015-2016
888338,Maranatha Christian School,Elementary,Private,211,2015-2016
666556,March Academy Private School,Elementary,Private,26,2015-2016
884740,Maria Montessori School Inc.,Elementary,Private,113,2015-2016
668779,Marigold Hollow Parochial School,Elementary,Private,21,2015-2016
880032,Mariyah Islamic School,Elementary,Private,10,2015-2016
881380,Markham International College,Secondary,Private,10,2015-2016
881803,Markville Montessori Private School,Elementary,Private,26,2015-2016
884618,Marlborough Academy,Elem/Sec,Private,15,2015-2016
884120,Martello Enrichment School Inc,Elementary,Private,56,2015-2016
876160,"Mary, Mother of God School",Elem/Sec,Private,86,2015-2016
668870,Maryvale Academy of Ottawa,Elementary,Private,61,2015-2016
888751,Matawa Learning Centre Private School,Secondary,Private,43,2015-2016
665181,Matrix Academy,Elementary,Private,10,2015-2016
885754,Matthews Hall,Elementary,Private,244,2015-2016
876674,McDonald International Academy,Secondary,Private,177,2015-2016
886037,McDonald International Academy-North Yo,Secondary,Private,5,2015-2016
668558,McIntosh Valley,Elementary,Private,10,2015-2016
665168,Meadow Cress School,Elementary,Private,10,2015-2016
877409,Meadow Green Academy,Elementary,Private,58,2015-2016
881969,Meadow Green Academy - Lakeshore,Elem/Sec,Private,63,2015-2016
668775,Meadow View Private,Elementary,Private,24,2015-2016
884428,Meezan School,Elementary,Private,79,2015-2016
882291,Mentor College,Elem/Sec,Private,1099,2015-2016
667590,Mentor College Primary Campus,Elementary,Private,284,2015-2016
668578,Merit College,Secondary,Private,24,2015-2016
882521,Mesivta Ohr Temimim Lubavitch,Secondary,Private,12,2015-2016
877654,Metamorphosis Greek Orthodox School,Elementary,Private,239,2015-2016
886696,Metro International Secondary Academy,Secondary,Private,23,2015-2016
665539,Metropolitan College,Secondary,Private,10,2015-2016
882070,Metropolitan Preparatory Academy,Elem/Sec,Private,165,2015-2016
665576,Middlebrook Parochial School,Elementary,Private,36,2015-2016
663375,Migizi Miigwanan Secondary School,Secondary,Private,53,2015-2016
663697,Mikinaak Onigaming School,Elem/Sec,Private,34,2015-2016
887964,"Mildenhall School, The",Elementary,Private,87,2015-2016
886543,Milton Christian School,Elementary,Private,111,2015-2016
666408,"MindTech Academic Schools, Inc",Elementary,Private,163,2015-2016
666635,Mindtech Montessori Schools,Elementary,Private,46,2015-2016
878286,Mindtech Montessori Schools,Elementary,Private,40,2015-2016
668579,Mindview Academy Site,Secondary,Private,10,2015-2016
665135,Mindware Academy,Elementary,Private,33,2015-2016
883933,Mindwerx4kids Learning Centre,Elementary,Private,29,2015-2016
875180,Minto Meadow Parochial School,Elementary,Private,40,2015-2016
665790,Missing Links Academy,Elementary,Private,17,2015-2016
880647,Mississauga Christian Academy,Elementary,Private,129,2015-2016
666192,Mississauga Christian French School,Elementary,Private,53,2015-2016
668852,Mississauga First Nation Adult Education,Secondary,Private,10,2015-2016
667051,Mississauga Secondary Academy,Secondary,Private,30,2015-2016
663719,Mizhakiiwetung Memorial,Elem/Sec,Private,141,2015-2016
886955,Montcrest School,Elementary,Private,315,2015-2016
887919,Montessori Academy of London,Elementary,Private,329,2015-2016
669595,Montessori Academy of Windsor,Elementary,Private,18,2015-2016
882780,"Montessori Country School-Nobleton, The",Elementary,Private,82,2015-2016
665711,Montessori Jewish Day School,Elementary,Private,89,2015-2016
668375,Montessori Leaders School,Elementary,Private,15,2015-2016
882917,Montessori Learning Centre,Elementary,Private,178,2015-2016
883630,Montessori School of Bracebridge,Elementary,Private,15,2015-2016
666708,Montessori School of Elora,Elementary,Private,10,2015-2016
666440,Montessori School of Kleinburg,Elementary,Private,105,2015-2016
669398,Montessori School of Milton Inc,Elementary,Private,35,2015-2016
667872,Montessori School of Sudbury,Elementary,Private,10,2015-2016
875791,Montessori Village & Education Centre,Elementary,Private,49,2015-2016
877301,Moose Factory Academy,Elementary,Private,56,2015-2016
888583,Morning Star Christian School,Elem/Sec,Private,36,2015-2016
884227,Mount Salem Christian School,Elem/Sec,Private,156,2015-2016
665100,Mulberry Waldorf School,Elementary,Private,86,2015-2016
664875,Mundo Peetabeck Academy,Elem/Sec,Private,84,2015-2016
880043,Muskoka Christian School,Elementary,Private,48,2015-2016
878537,Muskoka Montessori School,Elementary,Private,73,2015-2016
667390,"NAMF Islamic Academy",Elementary,Private,124,2015-2016
875821,NTMC Academy,Elem/Sec,Private,40,2015-2016
876623,Nancy Campbell Academy,Elem/Sec,Private,56,2015-2016
879482,Nanjing-Bond International College,Secondary,Private,183,2015-2016
884167,National College of Canada,Secondary,Private,44,2015-2016
884949,National Ski Academy,Secondary,Private,34,2015-2016
663824,Nbisiing Secondary School,Secondary,Private,84,2015-2016
668694,Near North Adventist Christian School,Elementary,Private,10,2015-2016
887269,Ner Israel Yeshiva,Secondary,Private,105,2015-2016
883239,Netivot Hatorah Day School,Elementary,Private,571,2015-2016
889172,Neuchâtel Junior College,Secondary,Private,68,2015-2016
876879,New Covenant Church School,Elem/Sec,Private,49,2015-2016
878308,New Haven Learning Centre,Elem/Sec,Private,40,2015-2016
886552,New Hope Baptist School,Elem/Sec,Private,15,2015-2016
887587,New Jerusalem Parochial,Elementary,Private,33,2015-2016
667013,New Oriental International College,Secondary,Private,159,2015-2016
880493,Newmarket & District Christian Academy,Elementary,Private,86,2015-2016
882021,Newmarket Montessori & Christian Academy,Elem/Sec,Private,38,2015-2016
889709,Newton's Grove School,Elem/Sec,Private,255,2015-2016
878006,Niagara Academy,Elem/Sec,Private,20,2015-2016
665460,Niagara Centre Academy,Elem/Sec,Private,20,2015-2016
885142,Niagara Christian Collegiate,Elem/Sec,Private,202,2015-2016
667082,Niagara Falls Collegiate Institute,Secondary,Private,5,2015-2016
877565,Niagara Islamic School,Elementary,Private,105,2015-2016
669644,Nile Academy Blue Haven Campus,Elem/Sec,Private,245,2015-2016
668132,Nile Academy Plunkett Campus,Elem/Sec,Private,115,2015-2016
669570,No. 1 Chinese School,Elementary,Private,124,2015-2016
885268,Nobel Academy,Secondary,Private,27,2015-2016
880824,Noon Academy,Elementary,Private,65,2015-2016
668385,Noori Islamic Institute,Elementary,Private,52,2015-2016
878669,North Hill Private School,Elementary,Private,93,2015-2016
667285,North Shore Parochial,Elementary,Private,10,2015-2016
889008,North Star Christian Day School,Elem/Sec,Private,20,2015-2016
876895,North Toronto Christian School,Elem/Sec,Private,408,2015-2016
668014,North Valley Parochial School,Elementary,Private,25,2015-2016
887641,North Woolwich Parochial School,Elementary,Private,28,2015-2016
666037,Northern Valley Parochial School,Elementary,Private,20,2015-2016
875287,Northmount School,Elementary,Private,90,2015-2016
878022,Northstar Montessori Private School,Elementary,Private,200,2015-2016
880027,Northumberland Christian School,Elementary,Private,52,2015-2016
878545,Northumberland Montessori School Inc.,Elementary,Private,30,2015-2016
886118,Oak Creek Parochial School,Elementary,Private,10,2015-2016
882240,Oakville Christian School,Elementary,Private,226,2015-2016
881742,Oakwood Academy,Elementary,Private,34,2015-2016
663972,Ohahase Education Centre,Secondary,Private,15,2015-2016
884901,Old Colony Christian Academy,Elem/Sec,Private,271,2015-2016
882733,Old Colony Christian Academy Cottam,Elem/Sec,Private,212,2015-2016
